01-01 00:00:07.974 I/BOOT    (  154): MSM target 'msm8960', SoC 'Surf', HwID '109', SoC ver '65536' 
01-02 13:00:00.840 I/qrngd   (  217): qrngd has started:
01-02 13:00:00.840 I/qrngd   (  217): Reading device:'/dev/hw_random' updating entropy for device:'/dev/random'
01-02 13:00:00.880 I/qcom-bluetooth(  222): /system/etc/init.qcom.bt.sh: init.qcom.bt.sh config = onboot 
01-02 00:00:09.148 D/dalvikvm( 1178): Debugger has detached; object registry had 0 entries
01-02 00:00:09.158 I/ThermalDaemon( 1191): Thermal daemon started
01-02 00:00:09.158 I/ThermalDaemon( 1191): Using target config file '/system/etc/thermald-8064.conf'
01-02 00:00:09.168 D/PhoneStatusBar(  795): disable: < expand icons alerts ticker system_info BACK HOME RECENT CLOCK* SEARCH >
01-02 00:00:09.198 D/ExtensionsFactory( 1178): No custom extensions.
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action[0] : none
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action Info[0] : 0.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action[0] : none
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action Info[0] : 0.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action[0] : none
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action Info[0] : 0.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action[0] : none
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action Info[0] : 0.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action[0] : none
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action Info[0] : 0.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action[0] : none
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action Info[0] : 0.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action[0] : none
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action Info[0] : 0.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action[0] : none
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action Info[0] : 0.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action[1] : battery
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 1 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 1 Action[1] : battery
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 2 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 2 Action[1] : battery
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 3 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 3 Action[1] : battery
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 4 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 4 Action[1] : battery
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 5 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 5 Action[1] : battery
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 6 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 6 Action[1] : battery
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 7 Action[0] : shutdown
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action Info[0] : 1728000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action Info[1] : 0.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 1 Action Info[0] : 1188000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 1 Action Info[1] : 0.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 2 Action Info[0] : 810000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 2 Action Info[1] : 1.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 3 Action Info[0] : 648000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 3 Action Info[1] : 1.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 4 Action Info[0] : 540000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 4 Action Info[1] : 2.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 5 Action Info[0] : 487000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 5 Action Info[1] : 2.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 6 Action Info[0] : 384000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 6 Action Info[1] : 3.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 7 Action Info[0] : 5000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 1 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 2 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 3 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 4 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 5 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 6 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 7 Action[0] : shutdown
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action Info[0] : 1728000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 1 Action Info[0] : 1188000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 2 Action Info[0] : 810000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 3 Action Info[0] : 648000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 4 Action Info[0] : 540000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 5 Action Info[0] : 487000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 6 Action Info[0] : 384000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 7 Action Info[0] : 5000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 1 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 2 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 3 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 4 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 5 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 6 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 7 Action[0] : shutdown
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action Info[0] : 1728000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 1 Action Info[0] : 1188000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 2 Action Info[0] : 810000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 3 Action Info[0] : 648000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 4 Action Info[0] : 540000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 5 Action Info[0] : 487000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 6 Action Info[0] : 384000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 7 Action Info[0] : 5000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 1 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 2 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 3 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 4 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 5 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 6 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 7 Action[0] : shutdown
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action Info[0] : 1728000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 1 Action Info[0] : 1188000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 2 Action Info[0] : 810000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 3 Action Info[0] : 648000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 4 Action Info[0] : 540000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 5 Action Info[0] : 487000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 6 Action Info[0] : 384000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 7 Action Info[0] : 5000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action[0] : cpu
01-02 00:00:09.208 I/ThermalDaemon( 1191): Threshold 0 Action Info[0] : 918000.000000
01-02 00:00:09.208 I/ThermalDaemon( 1191): Number of cpus :4
01-02 00:00:09.208 I/ThermalDaemon( 1191): Number of gpus :1
01-02 00:00:09.208 I/ThermalDaemon( 1191): qmi: Instance id 34 for fusion TMD
01-02 00:00:09.208 I/ThermalDaemon( 1191): qmi: Instance id 34 for fusion TS
01-02 00:00:09.208 I/ThermalDaemon( 1191): Sensor setup:[pa_therm0]
01-02 00:00:09.208 E/ThermalDaemon( 1191): adc_sensors_setup: Error opening /sys/devices/platform/msm_ssbi.0/pm8921-core/pm8xxx-adc/pa_therm0
01-02 00:00:09.208 I/ThermalDaemon( 1191): QMI TS sensor found for pa_therm0
01-02 00:00:09.208 I/ThermalDaemon( 1191): Sensor setup:[tsens_tz_sensor0]
01-02 00:00:09.208 I/ThermalDaemon( 1191): Sensor setup:[tsens_tz_sensor1]
01-02 00:00:09.208 I/ThermalDaemon( 1191): Sensor setup:[tsens_tz_sensor2]
01-02 00:00:09.208 I/ThermalDaemon( 1191): Sensor setup:[tsens_tz_sensor3]
01-02 00:00:09.208 I/ThermalDaemon( 1191): Sensor setup:[tsens_tz_sensor4]
01-02 00:00:09.208 I/ThermalDaemon( 1191): Sensor setup:[tsens_tz_sensor5]
01-02 00:00:09.208 I/ThermalDaemon( 1191): qmi: Instance id 53 for fusion TMD
01-02 00:00:09.208 I/ThermalDaemon( 1191): Sensor setup:[tsens_tz_sensor6]
01-02 00:00:09.208 I/ThermalDaemon( 1191): Sensor setup:[tsens_tz_sensor7]
01-02 00:00:09.208 I/ThermalDaemon( 1191): Sensor setup:[tsens_tz_sensor8]
01-02 00:00:09.218 I/ThermalDaemon( 1191): Sensor setup:[tsens_tz_sensor9]
01-02 00:00:09.218 I/ThermalDaemon( 1191): Sensor setup:[tsens_tz_sensor10]
01-02 00:00:09.218 I/ThermalDaemon( 1191): Sensor setup:[pm8821_tz]
01-02 00:00:09.218 D/BluetoothManagerService(  733): Message: 30
01-02 00:00:09.218 D/BluetoothManagerService(  733): Message: 30
01-02 00:00:09.228 E/WiredAccessoryManager(  733): No state change.
01-02 00:00:09.228 E/MP-Decision( 1194): MPDecision server starting
01-02 00:00:09.228 E/MP-Decision( 1194): OPTION ENABLED: Control sleep modes
01-02 00:00:09.228 E/MP-Decision( 1194): OPTION ENABLED: Adjusting average
01-02 00:00:09.228 E/MP-Decision( 1194): Decision parameters CPU 0: Nw=0.000000, Tw=0, Ns=0.000000, Ts=0
01-02 00:00:09.228 E/MP-Decision( 1194): util_h_and=0, util_h_or=0, util_low=0
01-02 00:00:09.228 E/MP-Decision( 1194): Decision parameters CPU 1: Nw=1.900000, Tw=140, Ns=1.100000, Ts=190
01-02 00:00:09.228 E/MP-Decision( 1194): util_h_and=35, util_h_or=75, util_low=20
01-02 00:00:09.228 E/MP-Decision( 1194): Decision parameters CPU 2: Nw=2.700000, Tw=90, Ns=2.100000, Ts=240
01-02 00:00:09.228 E/MP-Decision( 1194): util_h_and=0, util_h_or=400, util_low=0
01-02 00:00:09.238 E/MP-Decision( 1194): Decision parameters CPU 3: Nw=3.500000, Tw=90, Ns=3.100000, Ts=240
01-02 00:00:09.238 E/MP-Decision( 1194): util_h_and=0, util_h_or=400, util_low=0
01-02 00:00:09.238 E/MP-Decision( 1194): Decision parameters: poll_ms: 9 decision_ms: 50
01-02 00:00:09.238 I/ThermalDaemon( 1191): hotplug_ktm_disable_sync: write out 0
01-02 00:00:09.238 I/ExtendedUtils(  212): AV Sync late margin : Intended=40ms Using=0ms
01-02 00:00:09.238 D/AwesomePlayer(  212): Before reset_l
01-02 00:00:09.238 D/AwesomePlayer(  212): printFileName fd(27) -> /system/media/audio/ui/Effect_Tick.ogg
01-02 00:00:09.288 D/ExtendedUtils(  212): extended extractor not needed, return default
01-02 00:00:09.288 D/AwesomePlayer(  212): Tunnel Mime Type: audio/vorbis, object alive = 0, mTunnelAliveAP = 0
01-02 00:00:09.288 D/AwesomePlayer(  212): maxPossible tunnels = 1
01-02 00:00:09.288 D/AwesomePlayer(  212): Normal Audio Playback
01-02 00:00:09.288 E/AwesomePlayer(  212): LPAPlayer::Clip duration setting of less than 30sec not supported, defaulting to 60sec
01-02 00:00:09.288 W/AwesomePlayer(  212): Trying to create tunnel player mIsTunnelAudio 0,             LPAPlayer::mObjectsAlive 0,             TunnelPlayer::mTunnelObjectsAlive = 0,            (mAudioPlayer == NULL) 1
01-02 00:00:09.288 E/AwesomePlayer(  212): LPAPlayer::Clip duration setting of less than 30sec not supported, defaulting to 60sec
01-02 00:00:09.298 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a18b90 successful
01-02 00:00:09.298 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a147a0 successful
01-02 00:00:09.298 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a148e0 successful
01-02 00:00:09.298 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a14a08 successful
01-02 00:00:09.328 I/RecoverySystem(  733): No recovery log file
01-02 00:00:09.328 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a18a08 successful
01-02 00:00:09.328 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a0ec78 successful
01-02 00:00:09.328 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1d9a8 successful
01-02 00:00:09.328 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1d7f0 successful
01-02 00:00:09.328 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a14b78 successful
01-02 00:00:09.328 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a15138 successful
01-02 00:00:09.328 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a14ff8 successful
01-02 00:00:09.328 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a14ef0 successful
01-02 00:00:09.338 I/ExtendedUtils(  212): AV Sync late margin : Intended=40ms Using=0ms
01-02 00:00:09.338 D/AwesomePlayer(  212): Before reset_l
01-02 00:00:09.338 D/AwesomePlayer(  212): printFileName fd(27) -> /system/media/audio/ui/KeypressStandard.ogg
01-02 00:00:09.388 D/ExtendedUtils(  212): extended extractor not needed, return default
01-02 00:00:09.388 D/AwesomePlayer(  212): Tunnel Mime Type: audio/vorbis, object alive = 0, mTunnelAliveAP = 0
01-02 00:00:09.388 D/AwesomePlayer(  212): maxPossible tunnels = 1
01-02 00:00:09.388 D/AwesomePlayer(  212): Normal Audio Playback
01-02 00:00:09.388 E/AwesomePlayer(  212): LPAPlayer::Clip duration setting of less than 30sec not supported, defaulting to 60sec
01-02 00:00:09.388 W/AwesomePlayer(  212): Trying to create tunnel player mIsTunnelAudio 0,             LPAPlayer::mObjectsAlive 0,             TunnelPlayer::mTunnelObjectsAlive = 0,            (mAudioPlayer == NULL) 1
01-02 00:00:09.388 E/AwesomePlayer(  212): LPAPlayer::Clip duration setting of less than 30sec not supported, defaulting to 60sec
01-02 00:00:09.388 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a0ec98 successful
01-02 00:00:09.388 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a18bb0 successful
01-02 00:00:09.388 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a18cf0 successful
01-02 00:00:09.388 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1cdd8 successful
01-02 00:00:09.398 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a008c8 successful
01-02 00:00:09.398 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a0cd40 successful
01-02 00:00:09.398 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a15428 successful
01-02 00:00:09.398 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1ca98 successful
01-02 00:00:09.398 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1e9f8 successful
01-02 00:00:09.398 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1e8d0 successful
01-02 00:00:09.398 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1e790 successful
01-02 00:00:09.398 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1e650 successful
01-02 00:00:09.398 I/ExtendedUtils(  212): AV Sync late margin : Intended=40ms Using=0ms
01-02 00:00:09.398 D/AwesomePlayer(  212): Before reset_l
01-02 00:00:09.398 D/AwesomePlayer(  212): printFileName fd(27) -> /system/media/audio/ui/KeypressSpacebar.ogg
01-02 00:00:09.438 D/ExtendedUtils(  212): extended extractor not needed, return default
01-02 00:00:09.438 D/AwesomePlayer(  212): Tunnel Mime Type: audio/vorbis, object alive = 0, mTunnelAliveAP = 0
01-02 00:00:09.438 D/AwesomePlayer(  212): maxPossible tunnels = 1
01-02 00:00:09.438 D/AwesomePlayer(  212): Normal Audio Playback
01-02 00:00:09.438 E/AwesomePlayer(  212): LPAPlayer::Clip duration setting of less than 30sec not supported, defaulting to 60sec
01-02 00:00:09.438 W/AwesomePlayer(  212): Trying to create tunnel player mIsTunnelAudio 0,             LPAPlayer::mObjectsAlive 0,             TunnelPlayer::mTunnelObjectsAlive = 0,            (mAudioPlayer == NULL) 1
01-02 00:00:09.438 E/AwesomePlayer(  212): LPAPlayer::Clip duration setting of less than 30sec not supported, defaulting to 60sec
01-02 00:00:09.448 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1cd00 successful
01-02 00:00:09.448 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1cf10 successful
01-02 00:00:09.448 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1d050 successful
01-02 00:00:09.448 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1d178 successful
01-02 00:00:09.448 I/CalendarProvider2( 1253): Created com.android.providers.calendar.CalendarAlarmManager@41925190(com.android.providers.calendar.CalendarProvider2@4191bdf8)
01-02 00:00:09.448 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1cb78 successful
01-02 00:00:09.448 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a18cd8 successful
01-02 00:00:09.448 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a18c08 successful
01-02 00:00:09.448 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1ede8 successful
01-02 00:00:09.448 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a15460 successful
01-02 00:00:09.448 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a15338 successful
01-02 00:00:09.448 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a151f8 successful
01-02 00:00:09.448 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a15120 successful
01-02 00:00:09.458 I/ExtendedUtils(  212): AV Sync late margin : Intended=40ms Using=0ms
01-02 00:00:09.458 D/AwesomePlayer(  212): Before reset_l
01-02 00:00:09.458 D/AwesomePlayer(  212): printFileName fd(27) -> /system/media/audio/ui/KeypressDelete.ogg
01-02 00:00:09.488 D/ExtendedUtils(  212): extended extractor not needed, return default
01-02 00:00:09.488 D/AwesomePlayer(  212): Tunnel Mime Type: audio/vorbis, object alive = 0, mTunnelAliveAP = 0
01-02 00:00:09.488 D/AwesomePlayer(  212): maxPossible tunnels = 1
01-02 00:00:09.488 D/AwesomePlayer(  212): Normal Audio Playback
01-02 00:00:09.488 E/AwesomePlayer(  212): LPAPlayer::Clip duration setting of less than 30sec not supported, defaulting to 60sec
01-02 00:00:09.498 W/AwesomePlayer(  212): Trying to create tunnel player mIsTunnelAudio 0,             LPAPlayer::mObjectsAlive 0,             TunnelPlayer::mTunnelObjectsAlive = 0,            (mAudioPlayer == NULL) 1
01-02 00:00:09.498 E/AwesomePlayer(  212): LPAPlayer::Clip duration setting of less than 30sec not supported, defaulting to 60sec
01-02 00:00:09.498 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a16028 successful
01-02 00:00:09.498 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a16238 successful
01-02 00:00:09.498 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a16378 successful
01-02 00:00:09.498 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a164a0 successful
01-02 00:00:09.508 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a15ea0 successful
01-02 00:00:09.508 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a15de8 successful
01-02 00:00:09.508 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a15d48 successful
01-02 00:00:09.508 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a15c30 successful
01-02 00:00:09.508 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1ef60 successful
01-02 00:00:09.508 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1ee38 successful
01-02 00:00:09.508 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1ecf8 successful
01-02 00:00:09.508 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1ebf0 successful
01-02 00:00:09.518 I/ExtendedUtils(  212): AV Sync late margin : Intended=40ms Using=0ms
01-02 00:00:09.518 D/AwesomePlayer(  212): Before reset_l
01-02 00:00:09.518 D/AwesomePlayer(  212): printFileName fd(27) -> /system/media/audio/ui/KeypressReturn.ogg
01-02 00:00:09.548 D/ExtendedUtils(  212): extended extractor not needed, return default
01-02 00:00:09.548 D/AwesomePlayer(  212): Tunnel Mime Type: audio/vorbis, object alive = 0, mTunnelAliveAP = 0
01-02 00:00:09.548 D/AwesomePlayer(  212): maxPossible tunnels = 1
01-02 00:00:09.548 D/AwesomePlayer(  212): Normal Audio Playback
01-02 00:00:09.548 E/AwesomePlayer(  212): LPAPlayer::Clip duration setting of less than 30sec not supported, defaulting to 60sec
01-02 00:00:09.548 W/AwesomePlayer(  212): Trying to create tunnel player mIsTunnelAudio 0,             LPAPlayer::mObjectsAlive 0,             TunnelPlayer::mTunnelObjectsAlive = 0,            (mAudioPlayer == NULL) 1
01-02 00:00:09.548 E/AwesomePlayer(  212): LPAPlayer::Clip duration setting of less than 30sec not supported, defaulting to 60sec
01-02 00:00:09.548 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a159b0 successful
01-02 00:00:09.548 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a15bc0 successful
01-02 00:00:09.548 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a15d00 successful
01-02 00:00:09.548 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a15e28 successful
01-02 00:00:09.558 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a15828 successful
01-02 00:00:09.558 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a15770 successful
01-02 00:00:09.558 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a156a0 successful
01-02 00:00:09.558 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1da28 successful
01-02 00:00:09.558 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1ea08 successful
01-02 00:00:09.558 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1e8e0 successful
01-02 00:00:09.558 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1e7a0 successful
01-02 00:00:09.558 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1e698 successful
01-02 00:00:09.568 I/ExtendedUtils(  212): AV Sync late margin : Intended=40ms Using=0ms
01-02 00:00:09.568 D/AwesomePlayer(  212): Before reset_l
01-02 00:00:09.568 D/AwesomePlayer(  212): printFileName fd(27) -> /system/media/audio/ui/KeypressInvalid.ogg
01-02 00:00:09.618 D/ExtendedUtils(  212): extended extractor not needed, return default
01-02 00:00:09.618 D/AwesomePlayer(  212): Tunnel Mime Type: audio/vorbis, object alive = 0, mTunnelAliveAP = 0
01-02 00:00:09.618 D/AwesomePlayer(  212): maxPossible tunnels = 1
01-02 00:00:09.618 D/AwesomePlayer(  212): Normal Audio Playback
01-02 00:00:09.618 E/AwesomePlayer(  212): LPAPlayer::Clip duration setting of less than 30sec not supported, defaulting to 60sec
01-02 00:00:09.618 W/AwesomePlayer(  212): Trying to create tunnel player mIsTunnelAudio 0,             LPAPlayer::mObjectsAlive 0,             TunnelPlayer::mTunnelObjectsAlive = 0,            (mAudioPlayer == NULL) 1
01-02 00:00:09.618 E/AwesomePlayer(  212): LPAPlayer::Clip duration setting of less than 30sec not supported, defaulting to 60sec
01-02 00:00:09.628 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1d690 successful
01-02 00:00:09.628 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1d8a0 successful
01-02 00:00:09.628 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1d9e0 successful
01-02 00:00:09.628 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a146b0 successful
01-02 00:00:09.658 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1d508 successful
01-02 00:00:09.658 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1d450 successful
01-02 00:00:09.658 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1cab0 successful
01-02 00:00:09.658 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a1c960 successful
01-02 00:00:09.658 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a16378 successful
